Time;Aquecimento_UG06;Aquecimento_UG19;Aquecimento_UG20
00:00:00;30,3;30,1;32,6
00:00:04;30,3;30,1;32,6
00:00:08;30,3;30,1;32,6
00:00:12;30,3;30,1;32,6
00:00:16;30,3;30,1;32,6
00:00:20;30,3;30,1;32,6
00:00:24;30,3;30,1;32,6
00:00:28;30,3;30,1;32,6
00:00:32;30,3;30,1;32,6
00:00:36;30,3;30,1;32,6
00:00:40;30,3;30,1;32,6
00:00:44;30,3;30,1;32,6
00:00:48;30,3;30,1;32,6
00:00:52;30,3;30,1;32,6
00:00:56;30,3;30,1;32,6
00:01:00;30,3;30,1;32,6
00:01:04;30,3;30,1;32,6
00:01:08;30,3;30,1;32,6
00:01:12;30,3;30,1;32,6
00:01:16;30,3;30,1;32,6
00:01:20;30,3;30,1;32,6
00:01:24;30,3;30,1;32,6
00:01:28;30,3;30,1;32,6
00:01:32;30,3;30,1;32,6
00:01:36;30,3;30,1;32,6
00:01:40;30,3;30,1;32,6
00:01:44;30,3;30,1;32,6
00:01:48;30,3;30,1;32,6
00:01:52;30,3;30,1;32,6
00:01:56;29,7;30,1;32,6
00:02:00;29,7;30,1;33,1
00:02:04;29,7;30,1;33,6
00:02:08;29,7;30,1;34,1
00:02:12;29,7;30,1;34,6
00:02:16;29,7;30,1;35,1
00:02:20;29,7;30,1;35,1
00:02:24;29,7;30,1;35,6
00:02:28;30,3;30,1;35,6
00:02:32;30,3;30,1;35,6
00:02:36;30,8;30,7;36,1
00:02:40;30,8;30,7;36,1
00:02:44;31,3;31,3;36,1
00:02:48;31,3;31,3;36,1
00:02:52;31,8;31,3;36,1
00:02:56;31,8;31,8;36,1
00:03:00;32,3;32,3;36,1
00:03:04;32,3;32,3;36,1
00:03:08;32,8;32,3;36,1
00:03:12;32,8;32,8;36,1
00:03:16;33,3;32,8;36,1
00:03:20;33,3;32,8;36,6
00:03:24;33,3;33,3;36,6
00:03:28;33,3;33,3;36,6
00:03:32;33,8;33,3;36,6
00:03:36;33,8;33,3;36,6
00:03:40;33,8;33,3;36,6
00:03:44;33,8;33,3;36,6
00:03:48;33,8;33,8;36,6
00:03:52;33,8;33,8;36,6
00:03:56;33,8;33,8;36,6
00:04:00;33,8;33,8;36,6
00:04:04;33,8;33,8;36,6
00:04:08;33,8;33,8;36,6
00:04:12;33,8;33,8;36,6
00:04:16;33,8;33,8;36,6
00:04:20;34,3;33,8;36,6
00:04:24;34,3;33,8;37,1
00:04:28;34,3;33,8;37,1
00:04:32;34,3;33,8;37,1
00:04:36;34,3;33,8;37,1
00:04:40;34,3;33,8;37,1
00:04:44;34,3;34,2;37,1
00:04:48;34,3;34,2;37,1
00:04:52;34,3;34,2;37,1
00:04:56;34,3;34,2;37,1
00:05:00;34,3;34,2;37,1
00:05:04;34,3;34,2;37,1
00:05:08;34,3;34,2;37,1
00:05:12;34,3;34,2;37,6
00:05:16;34,3;34,2;37,6
00:05:20;34,3;34,2;37,6
00:05:24;34,3;34,2;37,6
00:05:28;34,3;34,2;37,6
00:05:32;34,3;34,2;37,6
00:05:36;34,3;34,2;37,6
00:05:40;34,3;34,2;37,6
00:05:44;34,3;34,2;37,6
00:05:48;34,3;34,2;37,6
00:05:52;34,3;34,2;37,6
00:05:56;34,3;34,2;37,6
00:06:00;34,3;34,2;37,6
00:06:04;34,3;34,2;38,1
00:06:08;34,3;34,2;38,1
00:06:12;34,3;34,2;38,1
00:06:16;34,3;34,2;38,1
00:06:20;34,3;34,2;38,1
00:06:24;34,3;34,2;38,1
00:06:28;34,3;34,2;38,1
00:06:32;34,3;34,2;38,1
00:06:36;34,3;34,2;38,1
00:06:40;34,3;34,2;38,6
00:06:44;34,3;34,2;38,6
00:06:48;34,3;34,2;38,6
00:06:52;34,3;34,2;38,6
00:06:56;34,3;34,2;38,6
00:07:00;34,3;34,2;38,6
00:07:04;34,3;34,2;38,6
00:07:08;34,3;34,2;38,6
00:07:12;34,3;34,2;38,8
00:07:16;34,3;34,2;38,8
00:07:20;34,8;34,2;38,8
00:07:24;34,8;34,2;38,8
00:07:28;34,8;34,2;38,8
00:07:32;34,8;34,2;38,8
00:07:36;34,8;34,2;38,8
00:07:40;34,8;34,2;38,8
00:07:44;34,8;34,2;38,8
00:07:48;34,8;34,2;38,8
00:07:52;34,8;34,8;38,8
00:07:56;34,8;34,8;39,3
00:08:00;34,9;34,8;39,3
00:08:04;34,9;34,8;39,3
00:08:08;34,9;34,8;39,3
00:08:12;34,9;34,8;39,3
00:08:16;34,9;34,8;39,3
00:08:20;34,9;34,8;39,3
00:08:24;34,9;34,8;39,3
00:08:28;34,9;34,8;39,3
00:08:32;34,9;34,8;39,3
00:08:36;34,9;34,8;39,3
00:08:40;34,9;34,8;39,3
00:08:44;34,9;34,8;39,3
00:08:48;34,9;34,8;39,3
00:08:52;34,9;34,8;39,3
00:08:56;34,9;34,8;39,3
00:09:00;34,9;34,8;39,8
00:09:04;34,9;34,8;39,8
00:09:08;34,9;34,8;39,8
00:09:12;34,9;34,8;39,8
00:09:16;34,9;34,8;39,8
00:09:20;34,9;34,8;39,8
00:09:24;34,9;34,8;39,8
00:09:28;34,9;34,8;39,8
00:09:32;34,9;34,8;39,8
00:09:36;34,9;34,8;39,8
00:09:40;34,9;34,8;39,8
00:09:44;34,9;34,8;39,8
00:09:48;35,5;34,8;39,8
00:09:52;35,5;35,3;39,8
00:09:56;35,5;35,3;39,8
00:10:00;35,5;35,3;39,8
00:10:04;35,5;35,3;40,3
00:10:08;35,5;35,3;40,3
00:10:12;35,5;35,3;40,3
00:10:16;35,5;35,3;40,3
00:10:20;35,5;35,3;40,3
00:10:24;35,5;35,3;40,3
00:10:28;35,5;35,3;40,3
00:10:32;35,5;35,3;40,3
00:10:36;35,5;35,3;40,3
00:10:40;35,5;35,3;40,3
00:10:44;35,5;35,3;40,3
00:10:48;35,5;35,3;40,3
00:10:52;35,5;35,3;40,8
00:10:56;35,5;35,3;40,8
00:11:00;35,5;35,3;40,8
00:11:04;35,5;35,3;40,8
00:11:08;35,5;35,3;40,8
00:11:12;35,5;35,3;40,8
00:11:16;35,5;35,3;40,8
00:11:20;35,5;35,3;40,8
00:11:24;35,5;35,3;40,8
00:11:28;35,5;35,3;40,8
00:11:32;35,5;35,3;40,8
00:11:36;35,5;35,3;41,1
00:11:40;35,5;35,3;41,1
00:11:44;35,5;35,3;41,1
00:11:48;35,5;35,3;41,1
00:11:52;35,5;35,3;41,1
00:11:56;35,5;35,3;41,1
00:12:00;35,5;35,8;41,1
00:12:04;35,5;35,8;41,1
00:12:08;35,5;35,8;41,1
00:12:12;35,5;35,8;41,1
00:12:16;35,5;35,8;41,1
00:12:20;35,5;35,8;41,1
00:12:24;35,5;35,8;41,1
00:12:28;36,1;35,8;41,1
00:12:32;36,1;35,8;41,6
00:12:36;36,1;35,8;41,6
00:12:40;36,1;35,8;41,6
00:12:44;36,1;35,8;41,6
00:12:48;36,1;35,8;41,6
00:12:52;36,1;35,8;41,6
00:12:56;36,1;35,8;41,6
00:13:00;36,1;35,8;41,6
00:13:04;36,1;35,8;41,6
00:13:08;36,1;35,8;41,6
00:13:12;36,1;35,8;41,6
00:13:16;36,1;35,8;41,6
00:13:20;36,1;35,8;41,6
00:13:24;36,1;35,8;41,6
00:13:28;36,1;35,8;41,6
00:13:32;36,1;35,8;41,6
00:13:36;36,1;35,8;41,6
00:13:40;36,1;35,8;42,1
00:13:44;36,1;35,8;42,1
00:13:48;36,1;35,8;42,1
00:13:52;36,1;36,3;42,1
00:13:56;36,1;36,3;42,1
00:14:00;36,1;36,3;42,1
00:14:04;36,1;36,3;42,1
00:14:08;36,1;36,3;42,1
00:14:12;36,1;36,3;42,1
00:14:16;36,6;36,3;42,1
00:14:20;36,6;36,3;42,1
00:14:24;36,6;36,3;42,1
00:14:28;36,6;36,3;42,1
00:14:32;36,6;36,3;42,1
00:14:36;36,6;36,3;42,1
00:14:40;36,6;36,3;42,6
00:14:44;36,6;36,5;42,6
00:14:48;36,6;36,5;42,6
00:14:52;36,6;36,5;42,6
00:14:56;36,6;36,5;42,6
00:15:00;36,6;36,5;42,6
00:15:04;36,6;36,5;42,6
00:15:08;36,6;36,5;42,6
00:15:12;36,6;36,5;42,6
00:15:16;36,6;36,5;42,6
00:15:20;36,6;36,5;42,6
00:15:24;36,6;36,5;42,6
00:15:28;36,6;36,5;42,6
00:15:32;36,6;36,5;42,6
00:15:36;36,6;36,5;42,6
00:15:40;36,6;36,5;42,6
00:15:44;36,6;36,5;42,6
00:15:48;36,6;36,5;42,6
00:15:52;36,6;36,5;42,6
00:15:56;36,6;36,5;42,6
00:16:00;36,6;36,5;43,1
00:16:04;36,6;36,5;43,1
00:16:08;36,6;36,5;43,1
00:16:12;36,6;36,5;43,1
00:16:16;36,6;36,5;43,1
00:16:20;36,6;36,5;43,1
00:16:24;36,6;36,5;43,1
00:16:28;36,6;36,5;43,1
00:16:32;37,1;36,5;43,1
00:16:36;37,1;36,5;43,1
00:16:40;37,1;36,5;43,1
00:16:44;37,1;36,5;43,1
00:16:48;37,1;36,5;43,1
00:16:52;37,1;36,5;43,1
00:16:56;37,1;36,5;43,1
00:17:00;37,1;36,5;43,1
00:17:04;37,1;36,5;43,1
00:17:08;37,1;36,5;43,6
00:17:12;37,1;36,5;43,6
00:17:16;37,1;36,5;43,6
00:17:20;37,1;36,5;43,6
00:17:24;37,1;36,5;43,6
00:17:28;37,1;37,1;43,6
00:17:32;37,1;37,1;43,6
00:17:36;37,1;37,1;43,6
00:17:40;37,1;37,1;43,6
00:17:44;37,1;37,1;43,6
00:17:48;37,1;37,1;43,6
00:17:52;37,1;37,1;43,6
00:17:56;37,1;37,1;43,6
00:18:00;37,4;37,1;43,6
00:18:04;37,4;37,1;43,6
00:18:08;37,4;37,1;43,6
00:18:12;37,4;37,1;43,6
00:18:16;37,4;37,1;44,1
00:18:20;37,4;37,1;44,1
00:18:24;37,4;37,1;44,1
00:18:28;37,4;37,1;44,1
00:18:32;37,4;37,1;44,1
00:18:36;37,4;37,1;44,1
00:18:40;37,4;37,1;44,1
00:18:44;37,4;37,1;44,1
00:18:48;37,4;37,1;44,1
00:18:52;37,4;37,1;44,1
00:18:56;37,4;37,1;44,1
00:19:00;37,4;37,1;44,1
00:19:04;37,4;37,1;44,1
00:19:08;37,4;37,1;44,1
00:19:12;37,4;37,1;44,1
00:19:16;37,4;37,1;44,1
00:19:20;37,4;37,1;44,1
00:19:24;37,4;37,1;44,1
00:19:28;37,4;37,1;44,1
00:19:32;37,4;37,1;44,1
00:19:36;37,4;37,1;44,6
00:19:40;37,4;37,1;44,6
00:19:44;37,4;37,6;44,6
00:19:48;37,4;37,6;44,6
00:19:52;37,4;37,6;44,6
00:19:56;37,4;37,6;44,6
00:20:00;37,4;37,6;44,6
00:20:04;37,4;37,6;44,6
00:20:08;37,4;37,6;44,6
00:20:12;37,4;37,6;44,6
00:20:16;37,4;37,6;44,6
00:20:20;37,4;37,6;44,6
00:20:24;37,4;37,6;44,6
00:20:28;37,4;37,6;44,6
00:20:32;37,4;37,6;44,9
00:20:36;38;37,6;44,9
00:20:40;38;37,6;44,9
00:20:44;38;37,6;44,9
00:20:48;38;37,6;44,9
00:20:52;38;37,6;44,9
00:20:56;38;37,6;44,9
00:21:00;38;37,6;44,9
00:21:04;38;37,6;44,9
00:21:08;38;37,6;44,9
00:21:12;38;37,6;44,9
00:21:16;38;37,6;44,9
00:21:20;38;37,6;44,9
00:21:24;38;37,6;44,9
00:21:28;38;37,6;44,9
00:21:32;38;37,6;44,9
00:21:36;38;37,6;44,9
00:21:40;38;37,6;44,9
00:21:44;38;37,6;44,9
00:21:48;38;37,6;44,9
00:21:52;38;37,6;44,9
00:21:56;38;37,6;45,5
00:22:00;38;37,6;45,5
00:22:04;38;37,6;45,5
00:22:08;38;37,6;45,5
00:22:12;38;38,1;45,5
00:22:16;38;38,1;45,5
00:22:20;38;38,1;45,5
00:22:24;38;38,1;45,5
00:22:28;38;38,1;45,5
00:22:32;38;38,1;45,5
00:22:36;38;38,1;45,5
00:22:40;38;38,1;45,5
00:22:44;38;38,1;45,5
00:22:48;38;38,1;45,5
00:22:52;38;38,1;45,5
00:22:56;38;38,1;45,5
00:23:00;38;38,1;45,5
00:23:04;38;38,1;45,5
00:23:08;38;38,1;45,5
00:23:12;38;38,1;45,5
00:23:16;38;38,1;45,5
00:23:20;38;38,1;45,5
00:23:24;38,6;38,1;45,5
00:23:28;38,6;38,1;45,5
00:23:32;38,6;38,1;45,5
00:23:36;38,6;38,1;45,5
00:23:40;38,6;38,1;45,5
00:23:44;38,6;38,1;46,1
00:23:48;38,6;38,1;46,1
00:23:52;38,6;38,1;46,1
00:23:56;38,6;38,1;46,1
00:24:00;38,6;38,1;46,1
00:24:04;38,6;38,1;46,1
00:24:08;38,6;38,1;46,1
00:24:12;38,6;38,1;46,1
00:24:16;38,6;38,1;46,1
00:24:20;38,6;38,1;46,1
00:24:24;38,6;38,1;46,1
00:24:28;38,6;38,1;46,1
00:24:32;38,6;38,6;46,1
00:24:36;38,6;38,6;46,1
00:24:40;38,6;38,6;46,1
00:24:44;38,6;38,6;46,1
00:24:48;38,6;38,6;46,1
00:24:52;38,6;38,6;46,1
00:24:56;38,6;38,6;46,5
00:25:00;38,6;38,6;46,5
00:25:04;38,6;38,6;46,5
00:25:08;38,6;38,6;46,5
00:25:12;38,6;38,6;46,5
00:25:16;38,6;38,6;46,5
00:25:20;38,6;38,6;46,5
00:25:24;38,6;38,6;46,5
00:25:28;38,6;38,6;46,5
00:25:32;38,6;38,6;46,5
00:25:36;38,6;38,6;46,5
00:25:40;38,6;38,6;46,5
00:25:44;38,6;38,6;46,5
00:25:48;38,6;38,6;46,5
00:25:52;39,1;38,6;46,5
00:25:56;39,1;38,6;46,5
00:26:00;39,1;38,6;46,5
00:26:04;39,1;38,6;46,5
00:26:08;39,1;38,6;46,5
00:26:12;39,1;38,6;46,5
00:26:16;39,1;38,6;46,5
00:26:20;39,1;38,6;46,5
00:26:24;39,1;38,6;46,5
00:26:28;39,1;38,6;47,1
00:26:32;39,1;38,6;47,1
00:26:36;39,1;38,6;47,1
00:26:40;39,1;38,6;47,1
00:26:44;39,1;38,6;47,1
00:26:48;39,1;38,6;47,1
00:26:52;39,1;38,6;47,1
00:26:56;39,1;38,6;47,1
00:27:00;39,1;39,1;47,1
00:27:04;39,1;39,1;47,1
00:27:08;39,1;39,1;47,1
00:27:12;39,1;39,1;47,1
00:27:16;39,1;39,1;47,1
00:27:20;39,1;39,1;47,1
00:27:24;39,1;39,1;47,1
00:27:28;39,1;39,1;47,1
00:27:32;39,1;39,1;47,1
00:27:36;39,1;39,1;47,1
00:27:40;39,1;39,1;47,1
00:27:44;39,1;39,1;47,1
00:27:48;39,1;39,1;47,1
00:27:52;39,1;39,1;47,1
00:27:56;39,1;39,1;47,6
00:28:00;39,5;39,1;47,6
00:28:04;39,5;39,1;47,6
00:28:08;39,5;39,1;47,6
00:28:12;39,5;39,1;47,6
00:28:16;39,5;39,1;47,6
00:28:20;39,5;39,1;47,6
00:28:24;39,5;39,1;47,6
00:28:28;39,5;39,1;47,6
00:28:32;39,5;39,1;47,6
00:28:36;39,5;39,1;47,6
00:28:40;39,5;39,1;47,6
00:28:44;39,5;39,1;47,6
00:28:48;39,5;39,1;47,6
00:28:52;39,5;39,1;47,6
00:28:56;39,5;39,1;47,6
00:29:00;39,5;39,1;47,6
00:29:04;39,5;39,1;47,6
00:29:08;39,5;39,1;47,6
00:29:12;39,5;39,1;47,6
00:29:16;39,5;39,1;47,6
00:29:20;39,5;39,1;47,6
00:29:24;39,5;39,1;48
00:29:28;39,5;39,1;48
00:29:32;39,5;39,1;48
00:29:36;39,5;39,6;48
00:29:40;39,5;39,6;48
00:29:44;39,5;39,6;48
00:29:48;39,5;39,6;48
00:29:52;39,5;39,6;48
00:29:56;39,5;39,6;48
00:30:00;39,5;39,6;48
00:30:04;39,5;39,6;48
00:30:08;39,5;39,6;48
00:30:12;39,5;39,6;48
00:30:16;39,5;39,6;48
00:30:20;39,5;39,6;48
00:30:24;39,5;39,6;48
00:30:28;39,5;39,6;48
00:30:32;39,5;39,6;48
00:30:36;39,5;39,6;48
00:30:40;39,5;39,6;48
00:30:44;40,1;39,6;48
00:30:48;40,1;39,6;48
00:30:52;40,1;39,6;48
00:30:56;40,1;39,6;48,6
00:31:00;40,1;39,6;48,6
00:31:04;40,1;39,6;48,6
00:31:08;40,1;39,6;48,6
00:31:12;40,1;39,6;48,6
00:31:16;40,1;39,6;48,6
00:31:20;40,1;39,6;48,6
00:31:24;40,1;39,6;48,6
00:31:28;40,1;39,6;48,6
00:31:32;40,1;39,6;48,6
00:31:36;40,1;39,6;48,6
00:31:40;40,1;39,6;48,6
00:31:44;40,1;39,6;48,6
00:31:48;40,1;39,6;48,6
00:31:52;40,1;39,6;48,6
00:31:56;40,1;39,6;48,6
00:32:00;40,1;39,6;48,6
00:32:04;40,1;39,6;48,6
00:32:08;40,1;39,6;48,6
00:32:12;40,1;39,6;48,6
00:32:16;40,1;39,6;48,6
00:32:20;40,1;39,6;48,6
00:32:24;40,1;39,6;48,6
00:32:28;40,1;39,6;48,6
00:32:32;40,1;40,1;48,6
00:32:36;40,1;40,1;48,6
00:32:40;40,1;40,1;48,6
00:32:44;40,1;40,1;48,6
00:32:48;40,1;40,1;48,6
00:32:52;40,1;40,1;48,6
00:32:56;40,1;40,1;49,1
00:33:00;40,1;40,1;49,1
00:33:04;40,1;40,1;49,1
00:33:08;40,1;40,1;49,1
00:33:12;40,1;40,1;49,1
00:33:16;40,1;40,1;49,1
00:33:20;40,1;40,1;49,1
00:33:24;40,1;40,1;49,1
00:33:28;40,1;40,1;49,1
00:33:32;40,6;40,1;49,1
00:33:36;40,6;40,1;49,1
00:33:40;40,6;40,1;49,1
00:33:44;40,6;40,1;49,1
00:33:48;40,6;40,1;49,1
00:33:52;40,6;40,1;49,4
00:33:56;40,6;40,1;49,4
00:34:00;40,6;40,1;49,4
00:34:04;40,6;40,1;49,4
00:34:08;40,6;40,1;49,4
00:34:12;40,6;40,1;49,4
00:34:16;40,6;40,1;49,4
00:34:20;40,6;40,1;49,4
00:34:24;40,6;40,1;49,4
00:34:28;40,6;40,1;49,4
00:34:32;40,6;40,1;49,4
00:34:36;40,6;40,1;49,4
00:34:40;40,6;40,1;49,4
00:34:44;40,6;40,5;49,4
00:34:48;40,6;40,5;49,4
00:34:52;40,6;40,5;49,4
00:34:56;40,6;40,5;49,4
00:35:00;40,6;40,5;49,4
00:35:04;40,6;40,5;49,4
00:35:08;40,6;40,5;49,4
00:35:12;40,6;40,5;49,4
00:35:16;40,6;40,5;49,4
00:35:20;40,6;40,5;49,4
00:35:24;40,6;40,5;49,4
00:35:28;40,6;40,5;49,4
00:35:32;40,6;40,5;49,4
00:35:36;40,6;40,5;49,4
00:35:40;40,6;40,5;49,4
00:35:44;40,6;40,5;50
00:35:48;40,6;40,5;50
00:35:52;40,6;40,5;50
00:35:56;40,6;40,5;50
00:36:00;40,6;40,5;50
00:36:04;40,6;40,5;50
00:36:08;40,6;40,5;50
00:36:12;41,1;40,5;50
00:36:16;41,1;40,5;50
00:36:20;41,1;40,5;50
00:36:24;41,1;40,5;50
00:36:28;41,1;40,5;50
00:36:32;41,1;40,5;50
00:36:36;41,1;40,5;50
00:36:40;41,1;40,5;50
00:36:44;41,1;40,5;50
00:36:48;41,1;40,5;50
00:36:52;41,1;40,5;50
00:36:56;41,1;40,5;50
00:37:00;41,1;40,5;50
00:37:04;41,1;40,5;50
00:37:08;41,1;40,5;50
00:37:12;41,1;40,5;50
00:37:16;41,1;40,5;50
00:37:20;41,1;40,5;50
00:37:24;41,1;40,5;50
00:37:28;41,1;40,5;50
00:37:32;41,1;40,5;50
00:37:36;41,1;40,5;50
00:37:40;41,1;40,5;50
00:37:44;41,1;40,5;50
00:37:48;41,1;40,5;50,6
00:37:52;41,1;41,1;50,6
00:37:56;41,1;41,1;50,6
00:38:00;41,4;41,1;50,6
00:38:04;41,4;41,1;50,6
00:38:08;41,4;41,1;50,6
00:38:12;41,4;41,1;50,6
00:38:16;41,4;41,1;50,8
00:38:20;41,4;41,1;50,8
00:38:24;41,4;41,1;50,8
00:38:28;41,4;41,1;50,8
00:38:32;41,4;41,1;50,8
00:38:36;41,4;41,1;50,8
00:38:40;41,4;41,1;50,8
00:38:44;41,4;41,1;50,8
00:38:48;41,4;41,1;50,8
00:38:52;41,4;41,1;50,8
00:38:56;41,4;41,1;50,8
00:39:00;41,4;41,1;50,8
00:39:04;41,4;41,1;50,8
00:39:08;41,4;41,1;50,8
00:39:12;41,4;41,1;50,8
00:39:16;41,4;41,1;50,8
00:39:20;41,4;41,1;50,8
00:39:24;41,4;41,1;50,8
00:39:28;41,4;41,1;50,8
00:39:32;41,4;41,1;50,8
00:39:36;41,4;41,1;50,8
00:39:40;41,4;41,1;50,8
00:39:44;41,4;41,1;50,8
00:39:48;41,4;41,1;50,8
00:39:52;41,4;41,1;50,8
00:39:56;41,4;41,1;50,8
00:40:00;41,4;41,1;50,8
00:40:04;41,4;41,1;51,3
00:40:08;41,4;41,1;51,3
00:40:12;41,4;41,1;51,3
00:40:16;41,4;41,1;51,3
00:40:20;41,4;41,1;51,3
00:40:24;41,4;41,1;51,3
00:40:28;41,4;41,1;51,3
00:40:32;41,4;41,1;51,3
00:40:36;41,4;41,6;51,3
00:40:40;41,4;41,6;51,3
00:40:44;41,4;41,6;51,3
00:40:48;41,4;41,6;51,3
00:40:52;41,4;41,6;51,3
00:40:56;41,4;41,6;51,3
00:41:00;41,4;41,6;51,3
00:41:04;41,4;41,6;51,3
00:41:08;41,4;41,6;51,3
00:41:12;41,4;41,6;51,3
00:41:16;41,4;41,6;51,3
00:41:20;42;41,6;51,3
00:41:24;42;41,6;51,3
00:41:28;42;41,6;51,3
00:41:32;42;41,6;51,3
00:41:36;42;41,6;51,3
00:41:40;42;41,6;51,3
00:41:44;42;41,6;51,3
00:41:48;42;41,6;51,3
00:41:52;42;41,6;51,3
00:41:56;42;41,6;51,3
00:42:00;42;41,6;51,3
00:42:04;42;41,6;51,8
00:42:08;42;41,6;51,8
00:42:12;42;41,6;51,8
00:42:16;42;41,6;51,8
00:42:20;42;41,6;51,8
00:42:24;42;41,6;51,8
00:42:28;42;41,6;51,8
00:42:32;42;41,6;51,8
00:42:36;42;41,6;51,8
00:42:40;42;41,6;51,8
00:42:44;42;41,6;52
00:42:48;42;41,6;52
00:42:52;42;41,6;52
00:42:56;42;41,6;52
00:43:00;42;41,6;52
00:43:04;42;41,6;52
00:43:08;42;41,6;52
00:43:12;42;41,6;52
00:43:16;42;41,6;52
00:43:20;42;41,6;52
00:43:24;42;41,6;52
00:43:28;42;41,6;52
00:43:32;42;41,6;52
00:43:36;42;41,6;52
00:43:40;42;42,1;52
00:43:44;42;42,1;52
00:43:48;42;42,1;52
00:43:52;42;42,1;52
00:43:56;42;42,1;52
00:44:00;42;42,1;52
00:44:04;42;42,1;52
00:44:08;42;42,1;52
00:44:12;42;42,1;52
00:44:16;42;42,1;52
00:44:20;42;42,1;52
00:44:24;42;42,1;52
00:44:28;42;42,1;52
00:44:32;42;42,1;52
00:44:36;42,6;42,1;52,6
00:44:40;42,6;42,1;52,6
00:44:44;42,6;42,3;52,6
00:44:48;42,6;42,3;52,6
00:44:52;42,6;42,3;52,6
00:44:56;42,6;42,3;52,6
00:45:00;42,6;42,3;52,6
00:45:04;42,6;42,3;52,6
00:45:08;42,6;42,3;52,6
00:45:12;42,6;42,3;52,6
00:45:16;42,6;42,3;52,6
00:45:20;42,6;42,3;52,6
00:45:24;42,6;42,3;52,6
00:45:28;42,6;42,3;52,6
00:45:32;42,6;42,3;52,6
00:45:36;42,6;42,3;52,6
00:45:40;42,6;42,3;52,6
00:45:44;42,6;42,3;52,6
00:45:48;42,6;42,3;52,6
00:45:52;42,6;42,3;52,6
00:45:56;42,6;42,3;52,6
00:46:00;42,6;42,3;52,6
00:46:04;42,6;42,3;52,6
00:46:08;42,6;42,3;52,6
00:46:12;42,6;42,3;52,6
00:46:16;42,6;42,3;52,6
00:46:20;42,6;42,3;52,6
00:46:24;42,6;42,3;52,6
00:46:28;42,6;42,3;52,6
00:46:32;42,6;42,3;52,6
00:46:36;42,6;42,3;52,6
00:46:40;42,6;42,3;52,6
00:46:44;42,6;42,3;53,1
00:46:48;42,6;42,3;53,1
00:46:52;42,6;42,3;53,1
00:46:56;42,6;42,3;53,1
00:47:00;42,6;42,3;53,1
00:47:04;42,6;42,3;53,1
00:47:08;42,6;42,3;53,1
00:47:12;42,6;42,3;53,1
00:47:16;42,6;42,3;53,1
00:47:20;42,6;42,3;53,1
00:47:24;43,1;42,3;53,1
00:47:28;43,1;42,3;53,1
00:47:32;43,1;42,3;53,1
00:47:36;43,1;42,3;53,1
00:47:40;43,1;42,3;53,1
00:47:44;43,1;42,3;53,1
00:47:48;43,1;42,8;53,1
00:47:52;43,1;42,8;53,1
00:47:56;43,1;42,8;53,1
00:48:00;43,1;42,8;53,1
00:48:04;43,1;42,8;53,1
00:48:08;43,1;42,8;53,1
00:48:12;43,1;42,8;53,1
00:48:16;43,1;42,8;53,1
00:48:20;43,1;42,8;53,1
00:48:24;43,1;42,8;53,6
00:48:28;43,1;42,8;53,6
00:48:32;43,1;42,8;53,6
00:48:36;43,1;42,8;53,6
00:48:40;43,1;42,8;53,6
00:48:44;43,1;42,8;53,6
00:48:48;43,1;42,8;53,6
00:48:52;43,1;42,8;53,6
00:48:56;43,1;42,8;53,6
00:49:00;43,1;42,8;53,6
00:49:04;43,1;42,8;53,6
00:49:08;43,1;42,8;53,6
00:49:12;43,1;42,8;53,6
00:49:16;43,1;42,8;53,6
00:49:20;43,1;42,8;53,6
00:49:24;43,1;42,8;53,6
00:49:28;43,1;42,8;53,6
00:49:32;43,1;42,8;53,6
00:49:36;43,1;42,8;53,6
00:49:40;43,1;42,8;53,6
00:49:44;43,1;42,8;53,6
00:49:48;43,1;42,8;53,6
00:49:52;43,1;42,8;53,6
00:49:56;43,1;42,8;53,6
00:50:00;43,1;42,8;53,6
00:50:04;43,1;42,8;53,6
00:50:08;43,1;42,8;53,6
00:50:12;43,1;42,8;54,1
00:50:16;43,1;42,8;54,1
00:50:20;43,1;42,8;54,1
00:50:24;43,1;42,8;54,1
00:50:28;43,1;42,8;54,1
00:50:32;43,6;42,8;54,1
00:50:36;43,6;42,8;54,1
00:50:40;43,6;42,8;54,1
00:50:44;43,6;42,8;54,1
00:50:48;43,6;42,8;54,1
00:50:52;43,6;43,3;54,1
00:50:56;43,6;43,3;54,1
00:51:00;43,6;43,3;54,1
00:51:04;43,6;43,3;54,1
00:51:08;43,6;43,3;54,1
00:51:12;43,6;43,3;54,1
00:51:16;43,6;43,3;54,1
00:51:20;43,6;43,3;54,1
00:51:24;43,6;43,3;54,1
00:51:28;43,6;43,3;54,1
00:51:32;43,6;43,3;54,1
00:51:36;43,6;43,3;54,4
00:51:40;43,6;43,3;54,4
00:51:44;43,6;43,3;54,4
00:51:48;43,6;43,3;54,4
00:51:52;43,6;43,3;54,4
00:51:56;43,6;43,3;54,4
00:52:00;43,6;43,3;54,4
00:52:04;43,6;43,3;54,4
00:52:08;43,6;43,3;54,4
00:52:12;43,6;43,3;54,4
00:52:16;43,6;43,3;54,4
00:52:20;43,6;43,3;54,4
00:52:24;43,6;43,3;54,4
00:52:28;43,6;43,3;54,4
00:52:32;43,6;43,3;54,4
00:52:36;43,6;43,3;54,4
00:52:40;43,6;43,3;54,4
00:52:44;43,6;43,3;54,4
00:52:48;43,6;43,3;54,4
00:52:52;43,6;43,3;54,4
00:52:56;43,6;43,3;54,4
